text,rating,length,clean_text,word_count
kacau gak bisa nlp,1,18,kacau gak bisa nlp,4
sukakk bangettt gojek kyk penyelamat hidup,5,42,sukakk bangettt gojek kyk penyelamat hidup,6
"driver ramah, tepat waktu, dan bersih",5,37,driver ramah tepat waktu dan bersih,6
mudah di gunakan,5,16,mudah di gunakan,3
sukaa bangett soalnya lebih murah dan aman dari aplikasi-aplikasi lainn,5,71,sukaa bangett soalnya lebih murah dan aman dari aplikasiaplikasi lainn,10
kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh2.. parah,3,85,kenapa klo pesen goride padahal disekitar bnyk driver dapatnya malah yg jauh parah,13
knpa in aplikasi berat ya... padahal ram hp gw 12 loh main game aja ringan...lah in aplikasi berat banget berasa jaringan ngk ada aneh,2,134,knpa in aplikasi berat ya padahal ram hp gw loh main game aja ringanlah in aplikasi berat banget berasa jaringan ngk ada aneh,23
murah dan hemat,5,15,murah dan hemat,3
gak membantu sama sekali pesan food sampai 3 kali kubatalin karna responnya lambat,1,82,gak membantu sama sekali pesan food sampai kali kubatalin karna responnya lambat,12
mantap dan responship,5,21,mantap dan responship,3
maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips 20 ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar 13 k giriran dibayar 13k katanya di apk aslinya katanya 20k kalo misalkaan gak mau itu mending gak usah,1,289,maaf banget driver ngeselin beda lokasi katanya dia ngomong terus tadinya aku mau ngash tips ribu kalo misalkan dia gak mau nganterin bilang aja censel di aplikasi pesen ulanga bayar k giriran dibayar k katanya di apk aslinya katanya k kalo misalkaan gak mau itu mending gak usah,48
gojek partner yang baik,5,23,gojek partner yang baik,4
"sangat susah sekali nentuin titiknya , payah.",3,45,sangat susah sekali nentuin titiknya payah,6
"strses ni apk makin ngaco, benerin lagi dong gimanasih!",1,55,strses ni apk makin ngaco benerin lagi dong gimanasih,9
aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,5,68,aplikasi yang cukup baik dan membantu urusan pengiriman dokumen saya,10
"jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang, namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel. jadi pesanan saya numpuk 2 driver, tolong diperbaiki bugnya.",2,187,jadi saya ga cancel pesanan tapi tiba tiba cari driver ulang namun saya konfirmasi ke drivernya masih jalan dan ga ke cancel jadi pesanan saya numpuk driver tolong diperbaiki bugnya,30
"aplikasi ini bolak balik berulah, nanti tiba² bisa nggak mau terbuka aplikasinya",3,80,aplikasi ini bolak balik berulah nanti tiba bisa nggak mau terbuka aplikasinya,12
nyaman & santun sopirnya,5,24,nyaman santun sopirnya,3
"mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru, misalnya ada promo dll",4,105,mohon maaf tolong aplikasi nya di perbaiki lagi paling gak banyakin fitur terbaru misalnya ada promo dll,17
terimakasih mempermudah perjalanan kami,5,39,terimakasih mempermudah perjalanan kami,4
drivernya asik asik!!,5,21,drivernya asik asik,3
"untul gofood pengiriman sering kali terlambat krna driver dpt double order,makanan sudah dingin ,nungu hampir 1 jam lebih..., untuk saya sudah 3x sperti itu..! saran saya mending pake grab..,baik itu gofood/gocar ny, pelayanan ny lebih baik",1,240,untul gofood pengiriman sering kali terlambat krna driver dpt double ordermakanan sudah dingin nungu hampir jam lebih untuk saya sudah x sperti itu saran saya mending pake grabbaik itu gofoodgocar ny pelayanan ny lebih baik,35
suka bangett pke apk ini dn gojekk nii penyelamat kuu🫰,5,54,suka bangett pke apk ini dn gojekk nii penyelamat kuu,10
"daftar, suruh tunggu 60 menit?,apalah",1,37,daftar suruh tunggu menitapalah,4
oke sip mantap,5,14,oke sip mantap,3
tolong adain fitur cancel orderan🙏 saya selalu suka kepencet,3,60,tolong adain fitur cancel orderan saya selalu suka kepencet,9
paling suka pakai aplikasi lokal,5,32,paling suka pakai aplikasi lokal,5
biaya penanganan mahal,2,22,biaya penanganan mahal,3
"untuk gojek coba chat ny di bikin lebih fast respon lagi, soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki, terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehhhhhh",1,377,untuk gojek coba chat ny di bikin lebih fast respon lagi soal ny ketika driver gojek ngechat atau telepon suka ada delay minimal itu dlu deh di perbaiki terus tiap milih lokasi penjemputan kok aneh ya skrg di saya gak bisa milih titik jemput nya soal ny klo saya bilang di resto b dan sebelah ny resto a malah yg ketunjuk di resto a trs yg resto b gak bisa di pilih anehhhhhh,73
sering bug sama error,4,21,sering bug sama error,4
aplikasi buruk. hapus aja ini aplikasi . top up saldo dari tgl 26 mei sampai sekarang belum masuk . dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali. responnya lamaaa tidak profesional. lelet . komplainan customer itu tidak di tanggapi,1,273,aplikasi buruk hapus aja ini aplikasi top up saldo dari tgl mei sampai sekarang belum masuk dan ya respon pelayanan cs gopay sangat sangat buruk dan tidak ada responn sama sekali responnya lamaaa tidak profesional lelet komplainan customer itu tidak di tanggapi,42
knp bintang ny hanya 5 knp gk 7 ya,5,34,knp bintang ny hanya knp gk ya,7
kenapa saat pesan makanan lokasi driver tidak bisa di pantau? juga tidak bisa melihat lokasi yg di pasang (oleh pengguna),4,121,kenapa saat pesan makanan lokasi driver tidak bisa di pantau juga tidak bisa melihat lokasi yg di pasang oleh pengguna,20
"susah mendapatkan driver,sekali y dapet driver y posisi jauh,,tolong di perbaiki,biar mudah dapat driver yg terdekat,bukan yg jauh,di maps y bnyak driver yg dekat,sekali ya dapet driver yg jauh.",3,194,susah mendapatkan driversekali y dapet driver y posisi jauhtolong di perbaikibiar mudah dapat driver yg terdekatbukan yg jauhdi maps y bnyak driver yg dekatsekali ya dapet driver yg jauh,29
anjenggg ongkir gofood mahal bgt kntol anjeng pepek,1,51,anjenggg ongkir gofood mahal bgt kntol anjeng pepek,8
penjemputan cepat dan driver ramah,5,34,penjemputan cepat dan driver ramah,5
plikasi lemot pol,1,17,plikasi lemot pol,3
pelayanan cepat dan aman bagus,5,30,pelayanan cepat dan aman bagus,5
mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenya.jek gojek,1,152,mangkin lama mangkin ngeselin ni apk dapat drivernya jauh jauh posisinya bukan malah cepat malah telat di cancel kasian di ambil lama sampenyajek gojek,24
eh jangan suka tiba2 ngasi informasi gaada koneksi dong saat lagi pesen goride/gocar ngerugiin customer sama driver tau gasih alhasil kepesen 2x karna kesalahan sistem lu,1,170,eh jangan suka tiba ngasi informasi gaada koneksi dong saat lagi pesen goridegocar ngerugiin customer sama driver tau gasih alhasil kepesen x karna kesalahan sistem lu,26
"mesen gojek yg comfort, dptnya ibu2 dh tua dan maaf agak bau. motor listriknya jg bkan unit baru. mau saya yg bawa tp gamau krn klo ibunya yg dibelakang batre boros krn dia berat. dijalan jg deg2an krn yaa bawa motornya gitulah. yg saya prmasalahin uda msen comfort dptnya kayak gtu. apa bedanya sma goride biasa? mesen comfort jg krn agak buru2+tau diri badan tinggi gede jd biar dpt unitnya yg enak. bisa2nya kayak gitu msuk kategori comfort. atau cba jelasin bedanya dri opsi2 yg ada di gojek. thx",1,500,mesen gojek yg comfort dptnya ibu dh tua dan maaf agak bau motor listriknya jg bkan unit baru mau saya yg bawa tp gamau krn klo ibunya yg dibelakang batre boros krn dia berat dijalan jg degan krn yaa bawa motornya gitulah yg saya prmasalahin uda msen comfort dptnya kayak gtu apa bedanya sma goride biasa mesen comfort jg krn agak burutau diri badan tinggi gede jd biar dpt unitnya yg enak bisanya kayak gitu msuk kategori comfort atau cba jelasin bedanya dri opsi yg ada di gojek thx,89
semoga selalu mensejahterakan mitra-mitranya,1,44,semoga selalu mensejahterakan mitramitranya,4
menu dan pelayanan berkendara nyaman dan aman,5,45,menu dan pelayanan berkendara nyaman dan aman,7
mudah gak ribet,5,15,mudah gak ribet,3
"rating dan ulasannya resto di gofood cuma terlihat dari customer aja, yang dari driver tidak terlihat, kan pengen tau juga bagaimana resto memperlakukan driver bagaimana",3,169,rating dan ulasannya resto di gofood cuma terlihat dari customer aja yang dari driver tidak terlihat kan pengen tau juga bagaimana resto memperlakukan driver bagaimana,25
"biaya aplikasi yang di beban kan ke pelanggan terlalu besar , dengan jarak tempuh 2km saya sudah membayar 15.500 dan pengemudi hanya menerima 9.200 ditambah saya sudah berlangganan 3 bulan, jangan kan dapat diskon, yang ada, paket berlangganan cuma setor uang ke gojek tapi pelanggan tidak diberikan benefit",1,307,biaya aplikasi yang di beban kan ke pelanggan terlalu besar dengan jarak tempuh km saya sudah membayar dan pengemudi hanya menerima ditambah saya sudah berlangganan bulan jangan kan dapat diskon yang ada paket berlangganan cuma setor uang ke gojek tapi pelanggan tidak diberikan benefit,44
"terlalu banyak pilihan, jadi bingung aku.",4,41,terlalu banyak pilihan jadi bingung aku,6
bagus poll mempermudah jalan kmn2 plis kalau lagi hujan susah dapet driver tapi,5,79,bagus poll mempermudah jalan kmn plis kalau lagi hujan susah dapet driver tapi,13
"rata² abang gojek ramah², baik hati dan tidak sombong 😊🙏",5,56,rata abang gojek ramah baik hati dan tidak sombong,9
moda transportasi yang nyaman dan terbaikku,5,43,moda transportasi yang nyaman dan terbaikku,6
bagus mempermudah perjalanan saya,5,33,bagus mempermudah perjalanan saya,4
"makin kesini makin mengecewakan !!, udh mahal, tapi males2an drivernya, terutama kondisi gerimis, dan agak malam. diadakan ini apk bukannya utk mempermudah di sikon seperti itu? inimah bukan mempermudah, tapi bikin emosi.",1,221,makin kesini makin mengecewakan udh mahal tapi malesan drivernya terutama kondisi gerimis dan agak malam diadakan ini apk bukannya utk mempermudah di sikon seperti itu inimah bukan mempermudah tapi bikin emosi,31
"itu tolong lah, kadang loading lama banget, ampe ga kebuka-buka, orang laper disiksa sama aplikasi lemot gini, btw sinyal aman ya emang nih aplikasi aja lemot nya kurang ajar",3,174,itu tolong lah kadang loading lama banget ampe ga kebukabuka orang laper disiksa sama aplikasi lemot gini btw sinyal aman ya emang nih aplikasi aja lemot nya kurang ajar,29
"sistem aneh udh di cancel sama driver karna toko tutup malah bisa mesen lagi bukannya di off in dari sistem, kocak!!!",1,117,sistem aneh udh di cancel sama driver karna toko tutup malah bisa mesen lagi bukannya di off in dari sistem kocak,21
dengerin tuh customer pada kesulitan cari driver nya.maka nya ongkir nya yang ngotak.driver di kasih onkir 5 sampai 6 rb yang ada pada males-2an.rakus tamak bin korun.,1,167,dengerin tuh customer pada kesulitan cari driver nyamaka nya ongkir nya yang ngotakdriver di kasih onkir sampai rb yang ada pada malesanrakus tamak bin korun,25
saya beri reting bintang lima,5,29,saya beri reting bintang lima,5
ff game burik,1,13,ff game burik,3
alamat nya nggak akurat 👎🏻👎🏻,1,28,alamat nya nggak akurat,4
"ngellag mulu, mau pesen makanan aja loading terus, tolol tolol",1,62,ngellag mulu mau pesen makanan aja loading terus tolol tolol,10
saya mau daftar gojek driver kenapa daera manado tidak bisah...,5,63,saya mau daftar gojek driver kenapa daera manado tidak bisah,10
"aplikasi sangat membantu untuk kebutuhan sehari-hari, driver-drivernya juga ramah dan profesional. bintang 4 dulu, semoga ke depannya makin banyak promo menarik!",4,161,aplikasi sangat membantu untuk kebutuhan seharihari driverdrivernya juga ramah dan profesional bintang dulu semoga ke depannya makin banyak promo menarik,20
paling males pake gojek 3km 20ribu njir lah. di greb 3km 9k mana ada promo pula. go-jek termahal !!!!!!!!,1,105,paling males pake gojek km ribu njir lah di greb km k mana ada promo pula gojek termahal,18
"iiii loooveeee gojeekkk soo muchh, pria dan wanita green flag yang mengantar aku kemana punn!!!!! iii loveee uuu soo much gojeekkk🤍🤍🤍",5,133,iiii loooveeee gojeekkk soo muchh pria dan wanita green flag yang mengantar aku kemana punn iii loveee uuu soo much gojeekkk,21
terimakasih atas bantuannya,5,27,terimakasih atas bantuannya,3
ongkir apa bunga ini 😭,1,22,ongkir apa bunga ini,4
selalu memberikan yg trbaik baik go red atw go food ☺️🥰,5,55,selalu memberikan yg trbaik baik go red atw go food,10
sy senang pakai aplikasi ini terima kasih,5,41,sy senang pakai aplikasi ini terima kasih,7
semoga beneran bisa membayar,5,28,semoga beneran bisa membayar,4
aplikasi nya mudah,5,18,aplikasi nya mudah,3
setiap cari pengemudi dapatnya jauh yg ada driver ga mau jemput ga sat set nih aplikasi,2,87,setiap cari pengemudi dapatnya jauh yg ada driver ga mau jemput ga sat set nih aplikasi,16
"susah cari driver , udh dapat tp ga respon, malah nunggu lama ga karuan",2,71,susah cari driver udh dapat tp ga respon malah nunggu lama ga karuan,13
dapet driver yg seru,5,20,dapet driver yg seru,4
dateng nya lama dua jam,1,23,dateng nya lama dua jam,5
enak kalo kepepet beli makan dan pergi²an,5,41,enak kalo kepepet beli makan dan pergian,7
kasih bintang⭐ karna tdk bisa tambahkan alamat fitur alamat favorit tdk ada entah sudah di hapus atau emang gak ada ngk tau,1,123,kasih bintang karna tdk bisa tambahkan alamat fitur alamat favorit tdk ada entah sudah di hapus atau emang gak ada ngk tau,22
"akun suami saya tiba tiba di blokir, tanpa ada kejelasan, suami saya chat di livechat malah di tutup chatnya, parah banget sekarang gopay!!!! malah masih ada uang didalam akun, gk ada tanggung jawabnya gopay ini, pelayanan buruk banget. pantesan aja goto sekarang sahamnya bisa sampe turun dan udh mau liquid",1,308,akun suami saya tiba tiba di blokir tanpa ada kejelasan suami saya chat di livechat malah di tutup chatnya parah banget sekarang gopay malah masih ada uang didalam akun gk ada tanggung jawabnya gopay ini pelayanan buruk banget pantesan aja goto sekarang sahamnya bisa sampe turun dan udh mau liquid,50
"sorry ta kasih bintang 3 soalnya banyak driver bayaran yang d bayar org bwt buntutin gw, padahal gw costumer gojeg dari awal aplikasi ini ada. padahal aplikasi ini sangat bantu saya dr zaman sblm covid ampe skrg, mana pake atribut lagi. tolong d benahi sop nya dan sangsi driver yg menyalahgunakan aplikasi dan atribut jaket gojeg. kasian bgt gojek yg lain jd ta mikirnya kebawa jelek semua driver sama pdhl engga",3,413,sorry ta kasih bintang soalnya banyak driver bayaran yang d bayar org bwt buntutin gw padahal gw costumer gojeg dari awal aplikasi ini ada padahal aplikasi ini sangat bantu saya dr zaman sblm covid ampe skrg mana pake atribut lagi tolong d benahi sop nya dan sangsi driver yg menyalahgunakan aplikasi dan atribut jaket gojeg kasian bgt gojek yg lain jd ta mikirnya kebawa jelek semua driver sama pdhl engga,70
"ribet bgt, klo ga di update ga bisa di buka. maksa bgt harus update 👎 udh di update pun aplikasi ga bsa dibuka suruh nunggu 60 menit, gila pdhl udh keburu perlu gojek. brengsek bgt!!!!",1,184,ribet bgt klo ga di update ga bisa di buka maksa bgt harus update udh di update pun aplikasi ga bsa dibuka suruh nunggu menit gila pdhl udh keburu perlu gojek brengsek bgt,33
"gojek biadab , hapus akun aceng . biadab lo gojek. lo enak di kantor cm duduk liat komputer liat dong posisi drivee dan resto jauh kg dah ongkos 5rb jarak ke resto kg di itung. apus akun goceng bidab",1,199,gojek biadab hapus akun aceng biadab lo gojek lo enak di kantor cm duduk liat komputer liat dong posisi drivee dan resto jauh kg dah ongkos rb jarak ke resto kg di itung apus akun goceng bidab,37
