text,rating,length,clean_text,word_count,normalized_text,tokens,final_text
"aplikasi menjebak menyediakan laylateer tapi untuk menguras. pake 8 rb lupa sehari denda 50 rb ga masuk akal. lintas darat. kendaraan juga asal beda nomor plat dan lain""",1,169,aplikasi menjebak menyediakan laylateer tapi untuk menguras pake rb lupa sehari denda rb ga masuk akal lintas darat kendaraan juga asal beda nomor plat dan lain,26,aplikasi menjebak menyediakan laylateer tapi untuk menguras pake rb lupa sehari denda rb tidak masuk akal lintas darat kendaraan juga asal beda nomor plat dan lain,"['aplikasi', 'jebak', 'sedia', 'laylateer', 'uras', 'pake', 'rb', 'lupa', 'hari', 'denda', 'rb', 'masuk', 'akal', 'lintas', 'darat', 'kendara', 'asal', 'beda', 'nomor', 'plat']",aplikasi jebak sedia laylateer uras pake rb lupa hari denda rb masuk akal lintas darat kendara asal beda nomor plat
"aplikasinya bagus, namun driver tidak responsif, kebanyakan di cancel, mengecewakan.",2,84,aplikasinya bagus namun driver tidak responsif kebanyakan di cancel mengecewakan,10,aplikasinya bagus namun driver tidak responsif kebanyakan di cancel mengecewakan,"['aplikasi', 'bagus', 'driver', 'responsif', 'banyak', 'cancel', 'kecewa']",aplikasi bagus driver responsif banyak cancel kecewa
"haduhh, ini apk ga niat apa gmna, orang lagi buru-buru malah lama banget nyari driver, trus juga drivernya kebanyakan kok lama kali mau jemput, keburu telat, sampe 20 menit aku nunggu gak dateng dateng",1,201,haduhh ini apk ga niat apa gmna orang lagi buruburu malah lama banget nyari driver trus juga drivernya kebanyakan kok lama kali mau jemput keburu telat sampe menit aku nunggu gak dateng dateng,33,haduhh ini apk tidak niat apa gmna orang lagi buruburu malah lama banget nyari driver trus juga drivernya kebanyakan kok lama kali mau jemput keburu telat sampe menit aku nunggu gak dateng dateng,"['haduhh', 'apk', 'niat', 'apa', 'gmna', 'orang', 'buruburu', 'malah', 'lama', 'banget', 'nyari', 'driver', 'trus', 'drivernya', 'banyak', 'kok', 'lama', 'kali', 'mau', 'jemput', 'keburu', 'telat', 'sampe', 'menit', 'aku', 'nunggu', 'gak', 'dateng', 'dateng']",haduhh apk niat apa gmna orang buruburu malah lama banget nyari driver trus drivernya banyak kok lama kali mau jemput keburu telat sampe menit aku nunggu gak dateng dateng
"gojek bego tolol, denda terlambat 50 ribu, gila lu setan",1,56,gojek bego tolol denda terlambat ribu gila lu setan,9,gojek bego tolol denda terlambat ribu gila lu setan,"['gojek', 'bego', 'tolol', 'denda', 'lambat', 'ribu', 'gila', 'lu', 'setan']",gojek bego tolol denda lambat ribu gila lu setan
sangat bagus dan membantu,5,25,sangat bagus dan membantu,4,sangat bagus dan membantu,"['sangat', 'bagus', 'bantu']",sangat bagus bantu
menyenangkan dalam perjalanan..,5,31,menyenangkan dalam perjalanan,3,menyenangkan dalam perjalanan,"['senang', 'jalan']",senang jalan
aplikasi ngeselin bayar gk pernah telat belom waktu jatuh tempo dah di bayar full eh malah di blokir gk jelas gopay gopay,4,121,aplikasi ngeselin bayar gk pernah telat belom waktu jatuh tempo dah di bayar full eh malah di blokir gk jelas gopay gopay,22,aplikasi ngeselin bayar tidak pernah telat belom waktu jatuh tempo dah di bayar full eh malah di blokir tidak jelas gopay gopay,"['aplikasi', 'ngeselin', 'bayar', 'pernah', 'telat', 'bom', 'waktu', 'jatuh', 'tempo', 'dah', 'bayar', 'full', 'eh', 'malah', 'blokir', 'jelas', 'gopay', 'gopay']",aplikasi ngeselin bayar pernah telat bom waktu jatuh tempo dah bayar full eh malah blokir jelas gopay gopay
cepat dan aman,5,14,cepat dan aman,3,cepat dan aman,"['cepat', 'aman']",cepat aman
banyak promo..gojek indonesia sukses selalu,5,43,banyak promogojek indonesia sukses selalu,5,banyak promogojek indonesia sukses selalu,"['banyak', 'promogojek', 'indonesia', 'sukses', 'selalu']",banyak promogojek indonesia sukses selalu
"untuk pencarian driver atau kurir makanan nya masih terlalu lama, apalagi kalau lagi urgent selebihnya udh ok",4,109,untuk pencarian driver atau kurir makanan nya masih terlalu lama apalagi kalau lagi urgent selebihnya udh ok,17,untuk pencarian driver atau kurir makanan nya masih terlalu lama apalagi kalau lagi urgent selebihnya sudah baik,"['cari', 'driver', 'kurir', 'makan', 'nya', 'terlalu', 'lama', 'kalau', 'urgent', 'lebih', 'baik']",cari driver kurir makan nya terlalu lama kalau urgent lebih baik
kecewa banget aku pake gopay leter saya pake 25rb terlambat 1 hari dendanya 50rb kocak bgt g ngotak si menurut aku pdahal bukan g mau bayar tapi memang lupa bgt😭di tlp pas udah lewat jatuh tempo sehari.,1,202,kecewa banget aku pake gopay leter saya pake rb terlambat hari dendanya rb kocak bgt g ngotak si menurut aku pdahal bukan g mau bayar tapi memang lupa bgtdi tlp pas udah lewat jatuh tempo sehari,36,kecewa banget aku pake gopay leter saya pake rb terlambat hari dendanya rb kocak banget g ngotak si menurut aku pdahal bukan g mau bayar tapi memang lupa bgtdi tlp pas udah lewat jatuh tempo sehari,"['kecewa', 'banget', 'aku', 'pake', 'gopay', 'leter', 'pake', 'rb', 'lambat', 'hari', 'denda', 'rb', 'kocak', 'banget', 'g', 'ngotak', 'si', 'aku', 'pdahal', 'bukan', 'g', 'mau', 'bayar', 'memang', 'lupa', 'bgtdi', 'tlp', 'pas', 'udah', 'lewat', 'jatuh', 'tempo', 'hari']",kecewa banget aku pake gopay leter pake rb lambat hari denda rb kocak banget g ngotak si aku pdahal bukan g mau bayar memang lupa bgtdi tlp pas udah lewat jatuh tempo hari
"driver baik dan ramah , terima kasih pak",5,40,driver baik dan ramah terima kasih pak,7,driver baik dan ramah terima kasih pak,"['driver', 'baik', 'ramah', 'terima', 'kasih', 'pak']",driver baik ramah terima kasih pak
"driver nya pada belagu, pilih yg prioritas aja gak ada yg ngambil, uninstall dah aplikasi nya",1,93,driver nya pada belagu pilih yg prioritas aja gak ada yg ngambil uninstall dah aplikasi nya,16,driver nya pada belagu pilih yg prioritas saja gak ada yg ngambil uninstall dah aplikasi nya,"['driver', 'nya', 'belagu', 'pilih', 'yg', 'prioritas', 'gak', 'yg', 'ngambil', 'uninstall', 'dah', 'aplikasi', 'nya']",driver nya belagu pilih yg prioritas gak yg ngambil uninstall dah aplikasi nya
"sekarang harga go-food mahal sekali, kalah jauh dengan di shopee food",1,69,sekarang harga gofood mahal sekali kalah jauh dengan di shopee food,11,sekarang harga gofood mahal sekali kalah jauh dengan di shopee food,"['sekarang', 'harga', 'gofood', 'mahal', 'sekali', 'kalah', 'jauh', 'shopee', 'food']",sekarang harga gofood mahal sekali kalah jauh shopee food
sangat memuaskan pelayananya. sukses terus gojek,5,48,sangat memuaskan pelayananya sukses terus gojek,6,sangat memuaskan pelayananya sukses terus gojek,"['sangat', 'muas', 'pelayananya', 'sukses', 'terus', 'gojek']",sangat muas pelayananya sukses terus gojek
oke sudah dibuka blokirannya,5,28,oke sudah dibuka blokirannya,4,baik sudah dibuka blokirannya,"['baik', 'buka', 'blokir']",baik buka blokir
penjemputan driver terlalu jauh,3,31,penjemputan driver terlalu jauh,4,penjemputan driver terlalu jauh,"['jemput', 'driver', 'terlalu', 'jauh']",jemput driver terlalu jauh
"ok, sangat membantu",5,19,ok sangat membantu,3,baik sangat membantu,"['baik', 'sangat', 'bantu']",baik sangat bantu
"ini saya rating lagi bintang 1 ya karena sangat susah melaporkan driver goshop yang tidak mengambil pesanan, tidak membalas chat. dan ia sengaja memutar tidak jauh di area sana menunggu saua untuk cansel. untuk malaporkan harus menyelesaikan pesanan, sedangkan ia tak mau mengambil pesanan",1,289,ini saya rating lagi bintang ya karena sangat susah melaporkan driver goshop yang tidak mengambil pesanan tidak membalas chat dan ia sengaja memutar tidak jauh di area sana menunggu saua untuk cansel untuk malaporkan harus menyelesaikan pesanan sedangkan ia tak mau mengambil pesanan,43,ini saya rating lagi bintang ya karena sangat susah melaporkan driver goshop yang tidak mengambil pesanan tidak membalas chat dan ia sengaja memutar tidak jauh di area sana menunggu saua untuk cansel untuk malaporkan harus menyelesaikan pesanan sedangkan ia tak mau mengambil pesanan,"['rating', 'bintang', 'sangat', 'susah', 'lapor', 'driver', 'goshop', 'ambil', 'pesan', 'balas', 'chat', 'sengaja', 'putar', 'jauh', 'area', 'sana', 'tunggu', 'saua', 'cansel', 'malaporkan', 'selesai', 'pesan', 'tak', 'mau', 'ambil', 'pesan']",rating bintang sangat susah lapor driver goshop ambil pesan balas chat sengaja putar jauh area sana tunggu saua cansel malaporkan selesai pesan tak mau ambil pesan
sangat membantu untuk saya yg gak punya kendaraan,5,49,sangat membantu untuk saya yg gak punya kendaraan,8,sangat membantu untuk saya yg gak punya kendaraan,"['sangat', 'bantu', 'yg', 'gak', 'punya', 'kendara']",sangat bantu yg gak punya kendara
bagus banyak membantu,5,21,bagus banyak membantu,3,bagus banyak membantu,"['bagus', 'banyak', 'bantu']",bagus banyak bantu
susah bener cari driver,1,23,susah bener cari driver,4,susah bener cari driver,"['susah', 'bener', 'cari', 'driver']",susah bener cari driver
perjalanan nyaman mantap,5,24,perjalanan nyaman mantap,3,perjalanan nyaman mantap,"['jalan', 'nyaman', 'mantap']",jalan nyaman mantap
apk aneh. suka ngebug klo di pake jadi nyusahin orang,1,53,apk aneh suka ngebug klo di pake jadi nyusahin orang,10,apk aneh suka ngebug klo di pake jadi nyusahin orang,"['apk', 'aneh', 'suka', 'ngebug', 'klo', 'pake', 'jadi', 'nyusahin', 'orang']",apk aneh suka ngebug klo pake jadi nyusahin orang
transaksi perjalanan jadi mudah tanpa ribet menunggu lama,5,57,transaksi perjalanan jadi mudah tanpa ribet menunggu lama,8,transaksi perjalanan jadi mudah tanpa ribet menunggu lama,"['transaksi', 'jalan', 'jadi', 'mudah', 'ribet', 'tunggu', 'lama']",transaksi jalan jadi mudah ribet tunggu lama
diwilayah saya susah cari drivernya,3,35,diwilayah saya susah cari drivernya,5,diwilayah saya susah cari drivernya,"['wilayah', 'susah', 'cari', 'drivernya']",wilayah susah cari drivernya
baik dlm pelayanan,5,18,baik dlm pelayanan,3,baik dlm pelayanan,"['baik', 'dlm', 'layan']",baik dlm layan
fotongan banyak merugikan dirver gak jadi ftongan ke driver 8% mlh ke cz aja 8%,1,79,fotongan banyak merugikan dirver gak jadi ftongan ke driver mlh ke cz aja,13,fotongan banyak merugikan dirver gak jadi ftongan ke driver mlh ke cz saja,"['fotongan', 'banyak', 'rugi', 'dirver', 'gak', 'jadi', 'ftongan', 'driver', 'mlh', 'cz']",fotongan banyak rugi dirver gak jadi ftongan driver mlh cz
lama bgt cari go food,2,21,lama bgt cari go food,5,lama banget cari go food,"['lama', 'banget', 'cari', 'go', 'food']",lama banget cari go food
saya pesan gomart di jam 11 bisa tapi waktu gojeknya datang tokonya malah tutup gmn ini sistem gojek seharunya ketika toko sudah tutup gomart harusnya di tutup juga servernya kalau begini mulu ya namanya php dan bisa jadi orang yang sudah tf hangus karena toko ny tutup,1,269,saya pesan gomart di jam bisa tapi waktu gojeknya datang tokonya malah tutup gmn ini sistem gojek seharunya ketika toko sudah tutup gomart harusnya di tutup juga servernya kalau begini mulu ya namanya php dan bisa jadi orang yang sudah tf hangus karena toko ny tutup,46,saya pesan gomart di jam bisa tapi waktu gojeknya datang tokonya malah tutup gmn ini sistem gojek seharunya ketika toko sudah tutup gomart harusnya di tutup juga servernya kalau begini mulu ya namanya php dan bisa jadi orang yang sudah tf hangus karena toko ny tutup,"['pesan', 'gomart', 'jam', 'waktu', 'gojek', 'datang', 'toko', 'malah', 'tutup', 'gmn', 'sistem', 'gojek', 'haru', 'toko', 'tutup', 'gomart', 'harus', 'tutup', 'servernya', 'kalau', 'begini', 'mulu', 'nama', 'php', 'jadi', 'orang', 'tf', 'hangus', 'toko', 'ny', 'tutup']",pesan gomart jam waktu gojek datang toko malah tutup gmn sistem gojek haru toko tutup gomart harus tutup servernya kalau begini mulu nama php jadi orang tf hangus toko ny tutup
jos jos jos,5,11,jos jos jos,3,jos jos jos,"['jos', 'jos', 'jos']",jos jos jos
gila ga nanggung2 gopay latter kalo telat kena denda 50rb anj lahhh mau naik hjj lu yaaaa,1,89,gila ga nanggung gopay latter kalo telat kena denda rb anj lahhh mau naik hjj lu yaaaa,17,gila tidak nanggung gopay latter kalo telat kena denda rb anj lahhh mau naik hjj lu yaaaa,"['gila', 'nanggung', 'gopay', 'latter', 'kalo', 'telat', 'kena', 'denda', 'rb', 'anj', 'lahhh', 'mau', 'naik', 'hjj', 'lu', 'yaaaa']",gila nanggung gopay latter kalo telat kena denda rb anj lahhh mau naik hjj lu yaaaa
penasaran kalau ga nonton sampai habis ini film nya,5,51,penasaran kalau ga nonton sampai habis ini film nya,9,penasaran kalau tidak nonton sampai habis ini film nya,"['penasaran', 'kalau', 'nonton', 'habis', 'film', 'nya']",penasaran kalau nonton habis film nya
aplikasi yg paling gede jasanya...,1,34,aplikasi yg paling gede jasanya,5,aplikasi yg paling gede jasanya,"['aplikasi', 'yg', 'paling', 'gede', 'jasa']",aplikasi yg paling gede jasa
layanan jelek dan ada masalah cs nya gak bisa bantu malah repot,1,63,layanan jelek dan ada masalah cs nya gak bisa bantu malah repot,12,layanan jelek dan ada masalah cs nya gak bisa bantu malah repot,"['layan', 'jelek', 'masalah', 'cs', 'nya', 'gak', 'bantu', 'malah', 'repot']",layan jelek masalah cs nya gak bantu malah repot
di daerah kota sukabumi kalau mau gofood malem2 suka susah cari driver nya kadang udah dapet driver nya malah di cancel ❌,1,121,di daerah kota sukabumi kalau mau gofood malem suka susah cari driver nya kadang udah dapet driver nya malah di cancel,21,di daerah kota sukabumi kalau mau gofood malem suka susah cari driver nya kadang udah dapet driver nya malah di cancel,"['daerah', 'kota', 'sukabumi', 'kalau', 'mau', 'gofood', 'malem', 'suka', 'susah', 'cari', 'driver', 'nya', 'kadang', 'udah', 'dapet', 'driver', 'nya', 'malah', 'cancel']",daerah kota sukabumi kalau mau gofood malem suka susah cari driver nya kadang udah dapet driver nya malah cancel
bagus banget aplikasinya sangat membantu,5,40,bagus banget aplikasinya sangat membantu,5,bagus banget aplikasinya sangat membantu,"['bagus', 'banget', 'aplikasi', 'sangat', 'bantu']",bagus banget aplikasi sangat bantu
kalo memesan makanan disini harga nya lebih mahal di bandingkan shopee food,1,75,kalo memesan makanan disini harga nya lebih mahal di bandingkan shopee food,12,kalo memesan makanan disini harga nya lebih mahal di bandingkan shopee food,"['kalo', 'mes', 'makan', 'sini', 'harga', 'nya', 'lebih', 'mahal', 'banding', 'shopee', 'food']",kalo mes makan sini harga nya lebih mahal banding shopee food
pesanan tidak lengkap tidak ada tindak lanjut dg alasan photo tidak lengkap,1,75,pesanan tidak lengkap tidak ada tindak lanjut dg alasan photo tidak lengkap,12,pesanan tidak lengkap tidak ada tindak lanjut dg alasan photo tidak lengkap,"['pesan', 'lengkap', 'tindak', 'lanjut', 'dg', 'alas', 'photo', 'lengkap']",pesan lengkap tindak lanjut dg alas photo lengkap
diskon nyaa banyakk bgtt makasih yaaa,5,37,diskon nyaa banyakk bgtt makasih yaaa,6,diskon nyaa banyakk banget makasih yaaa,"['diskon', 'nyaa', 'banyakk', 'banget', 'makasih', 'yaaa']",diskon nyaa banyakk banget makasih yaaa
"semakin tua, malah semakin mundur gojek ini. bisa2nya layanan gofood, nyari drivernya sampe 1jam?! buset 1jam?! org pengen makan makanan anget, nyampe ke customer udh ambyar! kecewa!",1,182,semakin tua malah semakin mundur gojek ini bisanya layanan gofood nyari drivernya sampe jam buset jam org pengen makan makanan anget nyampe ke customer udh ambyar kecewa,27,semakin tua malah semakin mundur gojek ini bisanya layanan gofood nyari drivernya sampe jam buset jam org pengen makan makanan anget nyampe ke customer sudah ambyar kecewa,"['makin', 'tua', 'malah', 'makin', 'mundur', 'gojek', 'bisa', 'layan', 'gofood', 'nyari', 'drivernya', 'sampe', 'jam', 'buset', 'jam', 'org', 'ken', 'makan', 'makan', 'anget', 'nyampe', 'customer', 'ambyar', 'kecewa']",makin tua malah makin mundur gojek bisa layan gofood nyari drivernya sampe jam buset jam org ken makan makan anget nyampe customer ambyar kecewa
"perbaiki lagi pengantaran barang ke driver, driver nya tidak amanah.",1,68,perbaiki lagi pengantaran barang ke driver driver nya tidak amanah,10,perbaiki lagi pengantaran barang ke driver driver nya tidak amanah,"['baik', 'antar', 'barang', 'driver', 'driver', 'nya', 'amanah']",baik antar barang driver driver nya amanah
bagus cepat driver ramah,5,24,bagus cepat driver ramah,4,bagus cepat driver ramah,"['bagus', 'cepat', 'driver', 'ramah']",bagus cepat driver ramah
riwayat onetap susah sekali dihapus,1,35,riwayat onetap susah sekali dihapus,5,riwayat onetap susah sekali dihapus,"['riwayat', 'onetap', 'susah', 'sekali', 'hapus']",riwayat onetap susah sekali hapus
"kurangi bintang, dari dulu kesel bgt pesen gofood alamat nya selalu ganti otomatis.",3,83,kurangi bintang dari dulu kesel bgt pesen gofood alamat nya selalu ganti otomatis,13,kurangi bintang dari dulu kesel banget pesen gofood alamat nya selalu ganti otomatis,"['kurang', 'bintang', 'dulu', 'kesel', 'banget', 'sen', 'gofood', 'alamat', 'nya', 'selalu', 'ganti', 'otomatis']",kurang bintang dulu kesel banget sen gofood alamat nya selalu ganti otomatis
duit sy kesedot kalo pas top up,1,31,duit sy kesedot kalo pas top up,7,duit sy kesedot kalo pas top up,"['duit', 'sy', 'sedot', 'kalo', 'pas', 'top', 'up']",duit sy sedot kalo pas top up
buat mode malam yah kak,5,23,buat mode malam yah kak,5,buat mode malam yah kak,"['buat', 'mode', 'malam', 'yah', 'kak']",buat mode malam yah kak
lebih murah maxim huuuu,1,23,lebih murah maxim huuuu,4,lebih murah maxim huuuu,"['lebih', 'murah', 'maxim', 'huuuu']",lebih murah maxim huuuu
"keren, sangat membantu..👍",5,25,keren sangat membantu,3,keren sangat membantu,"['keren', 'sangat', 'bantu']",keren sangat bantu
"lama dapet driver,aku pesan makanan harus nunggu 40menitan untuk dapat driver",1,77,lama dapet driveraku pesan makanan harus nunggu menitan untuk dapat driver,11,lama dapet driveraku pesan makanan harus nunggu menitan untuk dapat driver,"['lama', 'dapet', 'driveraku', 'pesan', 'makan', 'nunggu', 'menit', 'driver']",lama dapet driveraku pesan makan nunggu menit driver
